AsrClassCode,AsrLandUse1,AsrLanduse2,ColCityBlock,ColParcelId,ColParcel,HANDLE,HighAddrNum,HighAddrSuf,LowAddrNum,LowAddrSuf,NBRHD,ParcelId,SITEADDR,StdUnitNum,StName,StPreDir,StSufDir,StType,ZIP
100,1010,0,107000,10700001600,1600,11070000160,2514,,2514,,60,10709160000,"2514 W DODIER ST",,DODIER,W,,ST,63107
100,1110,0,144900,14490002200,2200,11449000220,3415,,3415,,25,14499220000,"3415 HALLIDAY AV",,HALLIDAY,,,AV,63118
100,1110,0,144900,14490002500,2500,11449000250,3429,,3429,,25,14499250000,"3429 HALLIDAY AV",,HALLIDAY,,,AV,63118
100,1010,0,109700,10970000100,100,11097000010,2816,,2814,,60,10979010000,"2814 N 22ND ST",,22ND,N,,ST,63107
100,1010,0,109700,10970000200,200,11097000020,2818,,2818,,60,10979020000,"2818 N 22ND ST",,22ND,N,,ST,63107
100,1110,0,110300,11030002250,2250,11103000225,1945,,1945,,60,11039225000,"1945 MONTGOMERY ST",,MONTGOMERY,,,ST,63106
100,1010,0,111400,11140001200,1200,11114000120,1415,,1415,,63,11149120000,"1415 BENTON ST",,BENTON,,,ST,63106
49,1010,0,111400,11140001400,1400,11114000140,1417,,1417,,63,11149140000,"1417 BENTON ST",,BENTON,,,ST,63106
100,1010,0,114100,11410001650,1650,11141000165,1517,,1517,,63,11419165000,"1517 HEBERT ST",,HEBERT,,,ST,63107
200,5000,0,114200,11420000100,100,11142000010,1420,,1400,,63,11429010000,"1400 PALM ST",,PALM,,,ST,63107
200,3000,0,77700,07770000550,550,10777000055,2853,,2501,,20,07779055000,"2501 N WHARF ST",,WHARF,N,,ST,63104
100,1120,0,68100,06810002200,2200,10681000220,2021,,2021,,21,06819220000,"2021 MENARD ST",,MENARD,,,ST,63104
100,1110,0,80200,08020000800,800,10802000080,2311,,2311,,21,08029080000,"2311 S 13TH ST",,13TH,S,,ST,63104
49,1010,0,116500,11650000650,650,11165000065,3809,,3805,,65,11659065000,"3805 N 20TH ST",,20TH,N,,ST,63107
100,1010,0,81900,08190000750,750,10819000075,2417,,2417,,21,08199075000,"2417 S 13TH ST",,13TH,S,,ST,63104
100,1110,0,81900,08190000900,900,10819000090,2423,,2423,,21,08199090000,"2423 S 13TH ST",,13TH,S,,ST,63104
100,1110,0,81900,08190001000,1000,10819000100,2416,,2416,,21,08199100000,"2416 S 18TH ST",,18TH,S,,ST,63104
100,1120,0,81900,08190001200,1200,10819000120,2412,,2412,,21,08199120000,"2412 S 18TH ST",,18TH,S,,ST,63104
100,1120,0,133900,13390000800,800,11339000080,2008,,2008,,23,13399080000,"2008 ALLEN AV",,ALLEN,,,AV,63104
100,1120,0,133900,13390000900,900,11339000090,2006,,2006,,23,13399090000,"2006 ALLEN AV",,ALLEN,,,AV,63104
200,5000,0,92600,09260000500,500,10926000050,104,,104,,37,09269050000,"104 N BEAUMONT ST",,BEAUMONT,N,,ST,63103
299,5000,0,92890,09289015002,15002,10928000014,2660,,2654,,37,09289015002,"2654 LOCUST BLVD",,LOCUST,,,BLVD,63103
199,1185,0,50700,05070000161,161,10507000016,1506,,1500,,36,05079016000,"1500 OLIVE ST",,OLIVE,,,ST,63103
199,1185,0,50700,05070000181,181,10507000018,1536,,1528,,36,05079018000,"1528 OLIVE ST",,OLIVE,,,ST,63103
100,1110,0,46603,04660302100,2100,10466030210,919,,919,,34,04669095000,"919 RUTGER ST",,RUTGER,,,ST,63104
100,1120,0,83800,08380001900,1900,10838000190,2219,,2219,,21,08389190000,"2219 S 7TH BLVD",,7TH,S,,BLVD,63104
200,5000,0,59600,05960002000,2000,10596000200,1521,,1519,,60,05969200000,"1519 CASS AV",,CASS,,,AV,63106
200,3000,0,59700,05970000300,300,10597000030,1522,,1520,,60,05979030000,"1520 N 15TH ST",,15TH,N,,ST,63106
100,1110,0,391005,39100503800,3800,13910050380,4209,,4209,,38,39109115000,"4209 WESTMINSTER PL",,WESTMINSTER,,,PL,63108
100,1110,0,391005,39100503900,3900,13910050390,4213,,4213,,38,39109120000,"4213 WESTMINSTER PL",,WESTMINSTER,,,PL,63108
100,1120,0,390900,39090003200,3200,13909000320,4347,,4345,,38,39099320000,"4345 MARYLAND AV",,MARYLAND,,,AV,63108
100,1110,0,390900,39090004000,4000,13909000400,302,,302,,38,39099400000,"302 N NEWSTEAD AV",,NEWSTEAD,N,,AV,63108
100,1110,0,390900,39090004100,4100,13909000410,308,,308,,38,39099410000,"308 N NEWSTEAD AV",,NEWSTEAD,N,,AV,63108
200,5000,0,390600,39060005300,5300,13906000530,4395,,4391,,38,39069530000,"4391 LACLEDE AV",,LACLEDE,,,AV,63108
200,5000,0,390600,39060005310,5310,13906000531,4389,,4387,,38,39069531000,"4387 LACLEDE AV",,LACLEDE,,,AV,63108
200,5000,0,390600,39060005650,5650,13906000565,14,,12,,38,39069565000,"12 N NEWSTEAD AV",,NEWSTEAD,N,,AV,63108
200,5000,0,390700,39070000750,750,13907000075,4356,,4348,,38,39079075000,"4348 LINDELL BLVD",,LINDELL,,,BLVD,63108
100,1130,0,390700,39070000800,800,13907000080,4346,,4344,,38,39079080000,"4344 LINDELL BLVD",,LINDELL,,,BLVD,63108
100,1120,0,390700,39070001100,1100,13907000110,4334,,4334,,38,39079110000,"4334 LINDELL BLVD",,LINDELL,,,BLVD,63108
100,1110,0,391302,39130203100,3100,13913020310,4235,,4235,,38,39139355000,"4235 MARYLAND AV",,MARYLAND,,,AV,63108
35,1185,0,391500,39150006600,6600,13915000660,4121,,4121,,38,39159660000,"4121 LACLEDE AV",,LACLEDE,,,AV,63108
100,1110,0,390900,39090004900,4900,13909000490,336,,336,,38,39099490000,"336 N NEWSTEAD AV",,NEWSTEAD,N,,AV,63108
44,1140,0,390400,39040001200,1200,13904000120,4354,,4352,,38,39049120000,"4352 FOREST PARK AV",,FOREST PARK,,,AV,63108
44,3000,0,390400,39040003150,3150,13904000315,4375,,4353,,38,39049315000,"4353 DUNCAN AV",,DUNCAN,,,AV,63110
44,3000,0,390400,39040003400,3400,13904000340,4399,,4399,,38,39049340000,"4399 DUNCAN AV",,DUNCAN,,,AV,63110
100,1185,0,389700,38970002100,2100,13897000210,4433,,4433,,38,38979210000,"4433 PERSHING AV",,PERSHING,,,AV,63108
35,1185,0,390700,39070001450,1450,13907000145,4330,,4326,,38,39079145000,"4326 LINDELL BLVD",,LINDELL,,,BLVD,63108
35,1010,0,390700,39070001500,1500,13907000150,4320,,4320,,38,39079150000,"4320 LINDELL BLVD",,LINDELL,,,BLVD,63108
20,1150,0,390000,39000001500,1500,13900000150,4429,,4425,,38,39009150000,"4425 WEST PINE BLVD",,WEST PINE,,,BLVD,63108
100,1110,0,390000,39000001800,1800,13900000180,4439,,4439,,38,39009180000,"4439 WEST PINE BLVD",,WEST PINE,,,BLVD,63108
199,1120,0,390100,39010001401,1401,13901000140,4414,,4414,,38,39019140000,"4414 WEST PINE BLVD",,WEST PINE,,,BLVD,63108
100,1140,0,390500,39050001400,1400,13905000140,4350,,4348,,38,39059140000,"4348 LACLEDE AV",,LACLEDE,,,AV,63108
44,5000,0,390000,39000002500,2500,13900000250,4479,,4479,,38,39009250000,"4479 WEST PINE BLVD",,WEST PINE,,,BLVD,63108
44,5000,0,390000,39000002600,2600,13900000260,4495,,4495,,38,39009260000,"4495 WEST PINE BLVD",,WEST PINE,,,BLVD,63108
100,1110,0,389500,38950003200,3200,13895000320,4605,,4605,,38,38959320000,"4605 MARYLAND AV",,MARYLAND,,,AV,63108
100,1110,0,389500,38950003500,3500,13895000350,4615,,4615,,38,38959350000,"4615 MARYLAND AV",,MARYLAND,,,AV,63108
100,1110,0,389600,38960002700,2700,13896000270,366,,366,,38,38969270000,"366 WALTON ROW",,WALTON,,,ROW,63108
100,1120,0,389700,38970002630,2630,13897000263,4455,,4453,,38,38979263000,"4453 PERSHING AV",,PERSHING,,,AV,63108
100,1110,0,389700,38970002900,2900,13897000290,4465,A,4465,A,38,38979290000,"4465 A PERSHING AV",,PERSHING,,,AV,63108
100,1110,0,389700,38970002950,2950,13897000295,4465,B,4465,B,38,38979295000,"4465 B PERSHING AV",,PERSHING,,,AV,63108
100,1185,0,389700,38970003500,3500,13897000350,4497,,4497,,38,38979350000,"4497 PERSHING AV",,PERSHING,,,AV,63108
100,1110,0,389600,38960001500,1500,13896000150,4505,,4505,,38,38969150000,"4505 PERSHING AV",,PERSHING,,,AV,63108
35,5000,0,87900,08790000100,100,10879000010,1011,,1011,,21,08799010000,"1011 SIDNEY ST",,SIDNEY,,,ST,63104
35,5000,0,87900,08790000600,600,10879000060,1000,,1000,,21,08799060000,"1000 VICTOR ST",,VICTOR,,,ST,63104
200,5000,0,18100,01810000300,300,10181000030,720,,714,,35,01819030000,"714 LOCUST ST",,LOCUST,,,ST,63101
247,5000,0,18100,01810000601,601,10181000060,307,,307,,35,01819060000,"307 N 7TH ST",,7TH,N,,ST,63101
81,4800,0,24600,02460001300,1300,10246000130,1521,,1501,,64,02469130000,"1501 N 2ND ST",,2ND,N,,ST,63102
200,5000,0,25013,02501300110,110,10250130011,1828,,1800,,64,02509005000,"1800 N BROADWAY",,BROADWAY,N,,,63102
200,3000,0,33000,03300001750,1750,10330000175,810,,810,,64,03309175000,"810 WARREN ST",,WARREN,,,ST,63102
4,1010,0,97300,09730001600,1600,10973000160,1342,,1342,,59,09739160000,"1342 ELLIOTT AV",,ELLIOTT,,,AV,63106
4,1010,0,97300,09730001750,1750,10973000175,1346,,1344,,59,09739175000,"1344 ELLIOTT AV",,ELLIOTT,,,AV,63106
100,1110,0,40400,04040000200,200,10404000020,1724,,1724,,34,04049020000,"1724 S TUCKER BLVD",,TUCKER,S,,BLVD,63104
35,5000,0,36000,03600001310,1310,10360000131,1101,,1101,,63,03609131000,"1101 WARREN ST",,WARREN,,,ST,63106
19,5000,0,36000,03600001350,1350,10360000135,2505,,2505,,63,03609135000,"2505 N 11TH ST",,11TH,N,,ST,63106
19,5000,0,36000,03600001400,1400,10360000140,2507,,2501,,63,03609140000,"2501 N 11TH ST",,11TH,N,,ST,63106
100,1111,0,38300,03830000550,550,10383000055,1842,,1842,,21,03839055000,"1842 S 9TH ST",,9TH,S,,ST,63104
200,5000,0,42900,04290000250,250,10429000025,1198,,1000,,35,04299025000,"1000 CERRE ST",,CERRE,,,ST,63102
200,5000,0,42900,04290000400,400,10429000040,721,,721,,35,04299040000,"721 S 9TH ST",,9TH,S,,ST,63102
200,5000,0,44800,04480000800,800,10448000080,1512,,1512,,36,04489080000,"1512 PAPIN ST",,PAPIN,,,ST,63103
200,5000,0,44800,04480000900,900,10448000090,1500,,1436,,36,04489090000,"1436 PAPIN ST",,PAPIN,,,ST,63103
81,3000,0,100,00010000200,200,10001000020,608,,608,,35,00019020000,"608 S 1ST ST",,1ST,S,,ST,63102
200,3000,0,4800,00480000900,900,10048000090,1150,,1150,,20,00489090000,"1150 S 3RD ST",,3RD,S,,ST,63104
199,1185,0,10000,01000000261,261,10100000026,209,,209,,35,01009026000,"209 N 4TH ST",,4TH,N,,ST,63102
200,5000,0,12900,01290000400,400,10129000040,612,,612,,35,01299040000,"612 OLIVE ST",,OLIVE,,,ST,63101
200,5000,0,12900,01290001000,1000,10129000100,207,,207,,35,01299100000,"207 N 6TH ST",,6TH,N,,ST,63101
200,5000,0,14900,01490000800,800,10149000080,809,,801,,35,01499080000,"801 S 6TH ST",,6TH,S,,ST,63102
200,5000,0,14900,01490000900,900,10149000090,817,,811,,35,01499090000,"811 S 6TH ST",,6TH,S,,ST,63102
200,5000,0,15005,01500500550,550,10150050055,908,,908,,35,01509005000,"908 S 7TH ST",,7TH,S,,ST,63102
200,3000,0,33100,03310000550,550,10331000055,2606,,2600,,64,03319055000,"2600 N 9TH ST",,9TH,N,,ST,63102
100,1110,0,38300,03830001200,1200,10383000120,1828,,1828,,21,03839120000,"1828 S 9TH ST",,9TH,S,,ST,63104
100,1140,0,81100,08110002600,2600,10811000260,2615,,2613,,21,08119260000,"2613 S 12TH ST",,12TH,S,,ST,63118
200,5000,0,92800,09280000250,250,10928000025,2644,,2628,,37,09289025000,"2628 LOCUST BLVD",,LOCUST,,,BLVD,63103
100,1010,0,98005,09800502200,2200,10980050220,2727,,2727,,59,09809110000,"2727 COLE ST",,COLE,,,ST,63106
100,1010,0,102800,10280001500,1500,11028000150,1243,,1243,,59,10289150000,"1243 N GARRISON AV",,GARRISON,N,,AV,63106
200,5000,0,104300,10430000700,700,11043000070,3316,,3316,,77,10439070000,"3316 WASHINGTON BLVD",,WASHINGTON,,,BLVD,63103
100,1010,0,107000,10700001800,1800,11070000180,2510,,2508,,60,10709180000,"2508 W DODIER ST",,DODIER,W,,ST,63107
49,1010,0,111400,11140001500,1500,11114000150,1419,,1419,,63,11149150000,"1419 BENTON ST",,BENTON,,,ST,63106
100,1110,0,125500,12550002700,2700,11255000270,1705,,1705,,32,12559270000,"1705 CARROLL ST",,CARROLL,,,ST,63104
200,5000,0,127200,12720002300,2300,11272000230,3102,,3102,,31,12729230000,"3102 CHOUTEAU AV",,CHOUTEAU,,,AV,63103
100,1140,0,133900,13390001000,1000,11339000100,2002,,2000,,23,13399100000,"2000 ALLEN AV",,ALLEN,,,AV,63104
100,1110,0,137900,13790002200,2200,11379000220,2707,,2707,,24,13799220000,"2707 ARMAND PL",,ARMAND,,,PL,63104
100,1110,0,141500,14150002170,2170,11415000217,2804,,2800,,22,14159217000,"2800 SALENA ST",,SALENA,,,ST,63118
100,1110,0,143200,14320001950,1950,11432000195,3130,,3130,,25,14329195000,"3130 SHENANDOAH AV",,SHENANDOAH,,,AV,63104
100,1110,0,145500,14550001520,1520,11455000152,2903,,2903,,25,14559152000,"2903 MICHIGAN AV",,MICHIGAN,,,AV,63118
100,1110,0,146200,14620002700,2700,11462000270,3539,,3539,,25,14629270000,"3539 HARTFORD ST",,HARTFORD,,,ST,63118
100,1110,0,148000,14800001200,1200,11480000120,3161,,3161,,25,14809120000,"3161 MICHIGAN AV",,MICHIGAN,,,AV,63118
20,5000,0,149500,14950000120,120,11495000012,3546,,3546,,25,14959012000,"3546 UTAH ST",,UTAH,,,ST,63118
100,1110,0,150600,15060000400,400,11506000040,3332,,3332,,30,15069040000,"3332 MINNESOTA AV",,MINNESOTA,,,AV,63118
100,1110,0,151100,15110000800,800,11511000080,3330,,3330,,30,15119080000,"3330 OREGON AV",,OREGON,,,AV,63118
100,1110,0,155700,15570001500,1500,11557000150,3509,,3509,,18,15579150000,"3509 MISSOURI AV",,MISSOURI,,,AV,63118
100,1110,0,157600,15760002900,2900,11576000290,3423,,3423,,19,15769290000,"3423 NEBRASKA AV",,NEBRASKA,,,AV,63118
100,1140,0,162200,16220000300,300,11622000030,3736,,3734,,19,16229030000,"3734 S COMPTON AV",,COMPTON,S,,AV,63118
100,1120,0,162600,16260003600,3600,11626000360,3121,,3121,,16,16269360000,"3121 KEOKUK ST",,KEOKUK,,,ST,63118
200,5171,0,163800,16380001607,1607,11638000160,3815,,3815,,16,16389160000,"3815 CALIFORNIA AV",,CALIFORNIA,,,AV,63118
100,1110,0,164300,16430000400,400,11643000040,3734,,3734,,19,16439040000,"3734 IOWA AV",,IOWA,,,AV,63118
100,1140,0,166300,16630000500,500,11663000050,3830,,3828,,18,16639050000,"3828 ILLINOIS AV",,ILLINOIS,,,AV,63118
100,1010,0,188700,18870001800,1800,11887000180,1828,,1828,,59,18879180000,"1828 COLEMAN ST",,COLEMAN,,,ST,63106
100,1010,0,189200,18920002100,2100,11892000210,2541,,2539,,59,18929210000,"2539 BACON ST",,BACON,,,ST,63106
100,1120,0,198500,19850001500,1500,11985000150,3116,,3116,,59,19859150000,"3116 EVANS AV",,EVANS,,,AV,63106
100,1110,0,205400,20540001500,1500,12054000150,1912,,1912,,22,20549150000,"1912 PROVENCHERE PL",,PROVENCHERE,,,PL,63118
100,1140,0,208200,20820003601,3601,12082000360,2859,,2857,,24,20829360000,"2857 VICTOR ST",,VICTOR,,,ST,63104
100,1120,0,210200,21020001100,1100,12102000110,3656,,3656,,15,21029110000,"3656 ARSENAL ST",,ARSENAL,,,ST,63116
100,1110,0,211300,21130002400,2400,12113000240,3815,,3815,,27,21139240000,"3815 SHENANDOAH AV",,SHENANDOAH,,,AV,63110
100,1110,0,215100,21510002750,2750,12151000275,2831,,2831,,31,21519275000,"2831 ST VINCENT AV",,ST VINCENT,,,AV,63104
200,5000,0,223500,22350000250,250,12235000025,3113,,3113,,37,22359025000,"3113 CHOUTEAU AV",,CHOUTEAU,,,AV,63103
100,1110,0,237100,23710001600,1600,12371000160,2723,,2723,,59,23719160000,"2723 GREER AV",,GREER,,,AV,63107
100,1120,0,240600,24060000100,100,12406000010,4014,,4014,,65,24069010000,"4014 N 20TH ST",,20TH,N,,ST,63107
100,1110,0,241200,24120000400,400,12412000040,1126,,1126,,65,24129040000,"1126 ANGELICA ST",,ANGELICA,,,ST,63107
100,1110,0,257400,25740003400,3400,12574000340,3211,,3211,,16,25749340000,"3211 OSAGE ST",,OSAGE,,,ST,63118
100,1120,0,258600,25860000300,300,12586000030,3684,,3684,,16,25869030000,"3684 MONTANA ST",,MONTANA,,,ST,63116
100,1110,0,267500,26750000500,500,12675000050,4330,,4330,,17,26759050000,"4330 OREGON AV",,OREGON,,,AV,63111
200,5000,0,389500,38950004410,4410,13895000441,4649,,4641,,38,38959441000,"4641 MARYLAND AV",,MARYLAND,,,AV,63108
200,5000,0,389400,38940000200,200,13894000020,4652,,4652,,38,38949020000,"4652 MARYLAND AV",,MARYLAND,,,AV,63108
100,1110,0,389400,38940000400,400,13894000040,4644,,4644,,38,38949040000,"4644 MARYLAND AV",,MARYLAND,,,AV,63108
100,1110,0,389200,38920004210,4210,13892000421,13,,13,,38,38929421000,"13 WEST PINE CT",,WEST PINE,,,CT,63108
100,1110,0,389200,38920004220,4220,13892000422,11,,11,,38,38929422000,"11 WEST PINE CT",,WEST PINE,,,CT,63108
100,1110,0,389400,38940000500,500,13894000050,4632,,4632,,38,38949050000,"4632 MARYLAND AV",,MARYLAND,,,AV,63108
100,1110,0,389400,38940000600,600,13894000060,4628,,4628,,38,38949060000,"4628 MARYLAND AV",,MARYLAND,,,AV,63108
100,1110,0,389400,38940000700,700,13894000070,4626,,4626,,38,38949070000,"4626 MARYLAND AV",,MARYLAND,,,AV,63108
42,1110,0,389400,38940001400,1400,13894000140,4538,,4538,,38,38949140000,"4538 MARYLAND AV",,MARYLAND,,,AV,63108
28,5000,0,388800,38880000800,800,13888000080,4989,,4989,,38,38889080000,"4989 BARNES JEWISH HOSPITAL PLZ",,BARNES JEWISH HOSPITAL,,,PLZ,63110
44,5000,0,388800,38880000900,900,13888000090,510,R,510,R,38,38889090000,"510 R S KINGSHIGHWAY BLVD",,KINGSHIGHWAY,S,,BLVD,63110
34,5000,0,388500,38850001700,1700,13885000170,4957,,4957,,38,38859170000,"4957 FOREST PARK AV",,FOREST PARK,,,AV,63108
28,6800,0,388600,38860001200,1200,13886000120,4954,,4926,,38,38869120000,"4926 FOREST PARK AV",,FOREST PARK,,,AV,63108
28,5000,0,388600,38860002400,2400,13886000240,4918,,4918,,38,38869240000,"4918 FOREST PARK AV",,FOREST PARK,,,AV,63108
200,5000,0,388100,38810001507,1507,13881000150,339,,325,,38,38819150000,"325 N EUCLID AV",,EUCLID,N,,AV,63108
200,1185,0,388100,38810001637,1637,13881000163,319,,319,,38,38819163000,"319 N EUCLID AV",,EUCLID,N,,AV,63108
100,1185,0,389400,38940002200,2200,13894000220,4515,,4515,,38,38949220000,"4515 LINDELL BLVD",,LINDELL,,,BLVD,63108
100,1110,0,387518,38751802000,2000,13875180200,28,,28,,47,38759090000,"28 KINGSBURY PL",,KINGSBURY,,,PL,63112
247,6260,0,10000,01000000101,101,10100000010,412,,400,,35,01009010000,"400 OLIVE ST",,OLIVE,,,ST,63102
200,5000,0,14900,01490000750,750,10149000075,614,,610,,35,01499075000,"610 GRATIOT ST",,GRATIOT,,,ST,63102
200,3000,0,33000,03300001400,1400,10330000140,2510,,2510,,64,03309140000,"2510 N 9TH ST",,9TH,N,,ST,63102
49,1010,0,36000,03600001100,1100,10360000110,1102,,1100,,63,03609110000,"1100 MONTGOMERY ST",,MONTGOMERY,,,ST,63106
200,5000,0,55700,05570000550,550,10557000055,1222,,1220,,62,05579055000,"1220 N 7TH ST",,7TH,N,,ST,63106
35,1010,0,63600,06360000400,400,10636000040,2619,,2619,,63,06369040000,"2619 HADLEY ST",,HADLEY,,,ST,63106
100,1120,0,66300,06630002500,2500,10663000250,819,,819,,21,06639250000,"819 ALLEN AV",,ALLEN,,,AV,63104
200,5000,0,79100,07910000107,107,10791000010,2218,,2216,,21,07919010000,"2216 MENARD ST",,MENARD,,,ST,63104
100,1185,0,100000,10000001750,1750,11000000175,2809,,2803,,59,10009175000,"2803 GAMBLE ST",,GAMBLE,,,ST,63106
100,1010,0,100800,10080002500,2500,11008000250,2943,,2943,,59,10089250000,"2943 DR MARTIN LUTHER KING DR",,DR MARTIN LUTHER KING,,,DR,63106
100,1120,0,102800,10280000850,850,11028000085,3034,,3032,,59,10289085000,"3032 JAMES COOL PAPA BELL AV",,JAMES COOL PAPA BELL,,,AV,63106
100,1110,0,107000,10700001100,1100,11070000110,2536,,2534,,60,10709110000,"2534 W DODIER ST",,DODIER,W,,ST,63107
100,1010,0,109600,10960002600,2600,11096000260,2607,,2601,,60,10969260000,"2601 RAUSCHENBACH AV",,RAUSCHENBACH,,,AV,63106
200,5000,0,111400,11140000907,907,11114000090,2511,A,2501,,63,11149090000,"2501 N 14TH ST",,14TH,N,,ST,63106
147,1110,0,118403,11840301351,1351,11184030135,3441,,3441,,65,11849080000,"3441 N 14TH ST",,14TH,N,,ST,63107
200,3000,0,120000,12000000210,210,11200000021,3498,,3484,,64,12009021000,"3484 N 2ND ST",,2ND,N,,ST,63147
100,1120,0,123900,12390000400,400,11239000040,3922,,3922,,65,12399040000,"3922 N 21ST ST",,21ST,N,,ST,63107
100,1110,0,128200,12820003400,3400,11282000340,3325,,3325,,31,12829340000,"3325 ST VINCENT AV",,ST VINCENT,,,AV,63104
100,1110,0,131800,13180003700,3700,11318000370,2747,,2747,,24,13189370000,"2747 ALLEN AV",,ALLEN,,,AV,63104
100,1110,0,139500,13950000400,400,11395000040,2415,,2415,,22,13959040000,"2415 SALENA ST",,SALENA,,,ST,63104
100,1010,0,142600,14260000200,200,11426000020,2846,,2846,,24,14269020000,"2846 NEBRASKA AV",,NEBRASKA,,,AV,63118
100,1110,0,145500,14550001100,1100,11455000110,2912,,2912,,25,14559110000,"2912 S COMPTON AV",,COMPTON,S,,AV,63118
100,1110,0,149400,14940002450,2450,11494000245,3531,,3531,,25,14949245000,"3531 CHEROKEE ST",,CHEROKEE,,,ST,63118
100,1140,0,150100,15010001800,1800,11501000180,3227,,3225,,30,15019180000,"3225 MICHIGAN AV",,MICHIGAN,,,AV,63118
100,1110,0,157200,15720000500,500,11572000050,3448,,3448,,19,15729050000,"3448 OREGON AV",,OREGON,,,AV,63118
100,1110,0,158100,15810000200,200,11581000020,3438,,3438,,19,15819020000,"3438 S COMPTON AV",,COMPTON,S,,AV,63118
100,1120,0,162600,16260002900,2900,11626000290,3839,,3839,,16,16269290000,"3839 MINNESOTA AV",,MINNESOTA,,,AV,63118
100,1110,0,165500,16550004350,4350,11655000435,3738,,3738,,18,16559435000,"3738 S BROADWAY",,BROADWAY,S,,,63118
100,1140,0,165500,16550004800,4800,11655000480,3732,,3730,,18,16559480000,"3730 S BROADWAY",,BROADWAY,S,,,63118
200,5000,0,163800,16380001450,1450,11638000145,2812,,2800,,16,16389145000,"2800 CHIPPEWA ST",,CHIPPEWA,,,ST,63118
100,1120,0,164300,16430000100,100,11643000010,3744,,3744,,19,16439010000,"3744 IOWA AV",,IOWA,,,AV,63118
100,1120,0,164900,16490001000,1000,11649000100,3724,,3724,,19,16499100000,"3724 TEXAS AV",,TEXAS,,,AV,63118
100,1110,0,164900,16490001100,1100,11649000110,3722,,3722,,19,16499110000,"3722 TEXAS AV",,TEXAS,,,AV,63118
100,1110,0,164900,16490001400,1400,11649000140,3710,,3710,,19,16499140000,"3710 TEXAS AV",,TEXAS,,,AV,63118
100,1140,0,166300,16630000300,300,11663000030,3842,,3840,,18,16639030000,"3840 ILLINOIS AV",,ILLINOIS,,,AV,63118
100,1010,0,174113,17411301500,1500,11741130150,3518,H,3518,H,65,17419065000,"3518 H N 22ND ST",,22ND,N,,ST,63107
100,1110,0,176200,17620001000,1000,11762000100,3858,,3858,,18,17629100000,"3858 MARINE AV",,MARINE,,,AV,63118
100,1110,0,176200,17620001100,1100,11762000110,3852,,3852,,18,17629110000,"3852 MARINE AV",,MARINE,,,AV,63118
100,1111,0,179700,17970001850,1850,11797000185,2701,,2701,,22,17979185000,"2701 LEMP AV",,LEMP,,,AV,63118
100,1110,0,179700,17970002050,2050,11797000205,2705,,2705,,22,17979205000,"2705 LEMP AV",,LEMP,,,AV,63118
100,1010,0,180200,18020004300,4300,11802000430,2715,,2715,,22,18029430000,"2715 MCNAIR AV",,MCNAIR,,,AV,63118
100,1010,0,184700,18470001000,1000,11847000100,2803,,2803,,59,18479100000,"2803 HOWARD ST",,HOWARD,,,ST,63106
100,1110,0,158100,15810000300,300,11581000030,3436,,3436,,19,15819030000,"3436 S COMPTON AV",,COMPTON,S,,AV,63118
100,1110,0,158100,15810000600,600,11581000060,3426,,3426,,19,15819060000,"3426 S COMPTON AV",,COMPTON,S,,AV,63118
100,1110,0,158100,15810000800,800,11581000080,3420,,3420,,19,15819080000,"3420 S COMPTON AV",,COMPTON,S,,AV,63118
200,5000,0,156500,15650002000,2000,11565000200,2630,,2626,,19,15659200000,"2626 CHEROKEE ST",,CHEROKEE,,,ST,63118
100,1010,0,156592,15659271001,71001,11565000272,3437,,3431,,19,15659271001,"3431 TEXAS AV",,TEXAS,,,AV,63118
100,1010,0,156592,15659271002,71002,11565000273,3433,,3433,,19,15659271002,"3433 TEXAS AV",,TEXAS,,,AV,63118
100,1120,0,157200,15720000800,800,11572000080,3438,,3438,,19,15729080000,"3438 OREGON AV",,OREGON,,,AV,63118
100,1110,0,157600,15760002700,2700,11576000270,3417,,3417,,19,15769270000,"3417 NEBRASKA AV",,NEBRASKA,,,AV,63118
100,1110,0,158600,15860003600,3600,11586000360,3445,,3445,,30,15869360000,"3445 LOUISIANA AV",,LOUISIANA,,,AV,63118
100,1110,0,158600,15860003800,3800,11586000380,3451,,3451,,30,15869380000,"3451 LOUISIANA AV",,LOUISIANA,,,AV,63118
100,1110,0,159600,15960000600,600,11596000060,3418,,3418,,15,15969060000,"3418 GRACE AV",,GRACE,,,AV,63116
100,1120,0,159600,15960000700,700,11596000070,3414,,3414,,15,15969070000,"3414 GRACE AV",,GRACE,,,AV,63116
100,1110,0,162100,16210003800,3800,11621000380,3151,,3151,,16,16219380000,"3151 KEOKUK ST",,KEOKUK,,,ST,63118
100,1140,0,162200,16220000200,200,11622000020,3740,,3738,,19,16229020000,"3738 S COMPTON AV",,COMPTON,S,,AV,63118
100,1120,0,161200,16120001600,1600,11612000160,3416,,3416,,19,16129160000,"3416 MIAMI ST",,MIAMI,,,ST,63118
100,1010,0,162600,16260003000,3000,11626000300,3843,,3843,,16,16269300000,"3843 MINNESOTA AV",,MINNESOTA,,,AV,63118
100,1140,0,162600,16260003100,3100,11626000310,3857,,3855,,16,16269310000,"3855 MINNESOTA AV",,MINNESOTA,,,AV,63118
100,1110,0,163200,16320002100,2100,11632000210,3827,,3827,,16,16329210000,"3827 NEBRASKA AV",,NEBRASKA,,,AV,63118
